state,year,week,total_patients,ili_patients,providers
Pennsylvania,2019,2,52397,1262,132
Rhode Island,2019,2,4994,145,22
South Carolina,2019,2,14554,503,27
South Dakota,2019,2,16838,220,25
Tennessee,2019,2,7995,149,50
Teas,2019,2,28543,1331,111
Utah,2019,2,20718,766,50
Vermont,2019,2,6202,209,18
Virginia,2019,2,82669,2863,122
Washington,2019,2,5636,82,28
West Virginia,2019,2,14429,315,47
Wisconsin,2019,2,20912,396,41
Wyoming,2019,2,3790,74,18
Puerto Rico,2019,2,1764,137,3
Virgin Islands,2019,2,1160,29,4
New York City,2019,2,95868,3488,70
Alabama,2019,3,39760,1711,81
Alaska,2019,3,5260,191,17
Arizona,2019,3,20891,752,48
Arkansas,2019,3,4209,110,13
California,2019,3,46081,1325,117
Colorado,2019,3,43026,2064,69
Connecticut,2019,3,5375,282,23
Delaware,2019,3,2213,18,9
District of Columbia,2019,3,12793,330,6
Florida,2019,3,,,
Georgia,2019,3,74148,2868,95
Hawaii,2019,3,1740,41,18
Idaho,2019,3,1899,36,8
Illinois,2019,3,48735,1057,101
Indiana,2019,3,5088,211,25
Iowa,2019,3,6880,108,22
Kansas,2019,3,14950,519,37
Kentucky,2019,3,12982,878,43
Louisiana,2019,3,49334,2069,92
Maine,2019,3,14340,282,55
Maryland,2019,3,5732,229,24
Massachusetts,2019,3,50780,1540,55
Michigan,2019,3,26566,511,88
Minnesota,2019,3,7156,230,24
Mississippi,2019,3,16646,683,48
Missouri,2019,3,3415,81,17
Montana,2019,3,9353,153,35
Nebraska,2019,3,9450,756,48
Nevada,2019,3,9952,251,30
New Hampshire,2019,3,2687,82,16
New Jersey,2019,3,32881,1785,44
New Meico,2019,3,20984,949,50
New York,2019,3,58688,1808,134
North Carolina,2019,3,103101,2696,158
North Dakota,2019,3,3441,103,11
Ohio,2019,3,16936,225,44
Oklahoma,2019,3,8195,420,24
Oregon,2019,3,35875,604,75
Pennsylvania,2019,3,54563,1318,136
Rhode Island,2019,3,4731,178,22
South Carolina,2019,3,15124,598,25
South Dakota,2019,3,16432,293,30
Tennessee,2019,3,6939,144,43
Teas,2019,3,29076,1621,114
Utah,2019,3,15203,495,51
Vermont,2019,3,6601,244,18
Virginia,2019,3,78960,2794,121
Washington,2019,3,5847,94,28
West Virginia,2019,3,14314,391,49
Wisconsin,2019,3,19973,381,40
Wyoming,2019,3,3552,94,16
Puerto Rico,2019,3,1548,154,3
Virgin Islands,2019,3,1129,49,4
New York City,2019,3,98644,4002,70
Alabama,2019,4,39384,2168,81
Alaska,2019,4,5185,329,17
Arizona,2019,4,18532,710,48
Arkansas,2019,4,4198,186,14
California,2019,4,46179,1267,118
Colorado,2019,4,41369,1890,69
Connecticut,2019,4,6480,310,24
Delaware,2019,4,2035,21,10
District of Columbia,2019,4,12485,326,6
Florida,2019,4,,,
Georgia,2019,4,71040,3108,91
Hawaii,2019,4,1497,70,17
Idaho,2019,4,1728,42,8
Illinois,2019,4,46658,1046,100
Indiana,2019,4,4641,171,24
Iowa,2019,4,5409,95,20
Kansas,2019,4,14635,477,37
Kentucky,2019,4,12997,1250,45
Louisiana,2019,4,49525,2539,95
Maine,2019,4,13629,326,53
Maryland,2019,4,7994,303,28
Massachusetts,2019,4,47575,1505,57
Michigan,2019,4,12950,313,50
Minnesota,2019,4,6772,257,23
Mississippi,2019,4,17260,896,48
Missouri,2019,4,3458,93,17
Montana,2019,4,8800,178,35
Nebraska,2019,4,9029,677,48
Nevada,2019,4,9059,227,28
New Hampshire,2019,4,2854,73,16
New Jersey,2019,4,32632,1871,44
New Meico,2019,4,21282,994,50
New York,2019,4,60039,2085,136
North Carolina,2019,4,103676,3708,157
North Dakota,2019,4,3573,86,12
Ohio,2019,4,15086,226,45
Oklahoma,2019,4,7939,498,22
Oregon,2019,4,36110,687,77
Pennsylvania,2019,4,53653,1546,137
Rhode Island,2019,4,5291,239,23
South Carolina,2019,4,7087,334,25
South Dakota,2019,4,17421,398,32
Tennessee,2019,4,7193,245,47
Teas,2019,4,29554,2092,116
Utah,2019,4,19372,809,51
Vermont,2019,4,6377,272,18
Virginia,2019,4,82579,3594,123
Washington,2019,4,5427,102,27
West Virginia,2019,4,14268,464,49
Wisconsin,2019,4,18824,381,40
Wyoming,2019,4,3602,125,18
Puerto Rico,2019,4,1997,194,4
Virgin Islands,2019,4,1218,27,4
New York City,2019,4,94815,3976,71
Alabama,2019,5,42566,3376,81
Alaska,2019,5,5165,389,17
Arizona,2019,5,21501,802,48
Arkansas,2019,5,5513,322,15
California,2019,5,50930,1657,120
Colorado,2019,5,42061,2067,69
Connecticut,2019,5,6538,319,21
Delaware,2019,5,2625,43,10
District of Columbia,2019,5,14168,452,6
Florida,2019,5,,,
Georgia,2019,5,74889,3776,94
Hawaii,2019,5,1507,72,16
Idaho,2019,5,1946,52,8
Illinois,2019,5,36950,1089,100
Indiana,2019,5,4277,165,24
Iowa,2019,5,5293,106,22
Kansas,2019,5,15201,551,36
Kentucky,2019,5,12560,1237,44
Louisiana,2019,5,52330,4043,96
Maine,2019,5,14420,348,53
Maryland,2019,5,7724,202,26
Massachusetts,2019,5,48947,1568,57
Michigan,2019,5,21066,368,85
Minnesota,2019,5,5373,203,22
Mississippi,2019,5,18445,1317,48
Missouri,2019,5,3539,156,15
Montana,2019,5,10304,244,35
Nebraska,2019,5,8844,600,48
Nevada,2019,5,10301,227,30
New Hampshire,2019,5,2997,62,16
New Jersey,2019,5,32366,1869,44
New Meico,2019,5,19942,858,48
New York,2019,5,62812,2158,136
North Carolina,2019,5,108229,5024,155
North Dakota,2019,5,3376,120,11
Ohio,2019,5,17111,250,46
Oklahoma,2019,5,8614,827,21
Oregon,2019,5,36053,836,74
Pennsylvania,2019,5,45353,1313,138
Rhode Island,2019,5,6016,287,23
South Carolina,2019,5,7037,451,24
South Dakota,2019,5,17227,414,31
Tennessee,2019,5,7796,345,50
Teas,2019,5,31267,2684,113
Utah,2019,5,21657,1238,51
Vermont,2019,5,6767,284,18
Virginia,2019,5,83888,4608,123
Washington,2019,5,6136,132,25
West Virginia,2019,5,12555,555,48
Wisconsin,2019,5,16157,334,40
Wyoming,2019,5,3917,150,17
Puerto Rico,2019,5,2133,203,4
Virgin Islands,2019,5,1314,27,5
New York City,2019,5,95311,3962,71
Alabama,2019,6,43315,3780,81
Alaska,2019,6,5392,524,16
Arizona,2019,6,19327,729,47
Arkansas,2019,6,5255,427,16
California,2019,6,49471,1617,119
Colorado,2019,6,38388,2077,65
Connecticut,2019,6,6038,308,20
Delaware,2019,6,2770,64,10
District of Columbia,2019,6,15700,524,6
Florida,2019,6,,,
Georgia,2019,6,88222,5526,98
Hawaii,2019,6,1702,73,18
Idaho,2019,6,1800,91,8
Illinois,2019,6,51337,1198,101
Indiana,2019,6,5236,204,25
Iowa,2019,6,5937,100,21
Kansas,2019,6,15195,587,36
Kentucky,2019,6,12549,1196,40
Louisiana,2019,6,57526,6066,95
Maine,2019,6,13963,387,53
Maryland,2019,6,8400,335,24
Massachusetts,2019,6,52774,1836,60
Michigan,2019,6,25360,433,86
Minnesota,2019,6,6172,201,21
Mississippi,2019,6,21221,1864,48
Missouri,2019,6,3746,168,15
Montana,2019,6,8901,284,35
Nebraska,2019,6,8890,595,48
Nevada,2019,6,8609,198,27
New Hampshire,2019,6,3035,64,16
New Jersey,2019,6,35489,2027,44
New Meico,2019,6,20657,1002,49
New York,2019,6,69130,2676,135
North Carolina,2019,6,121373,7689,155
North Dakota,2019,6,3430,107,13
Ohio,2019,6,18233,321,44
Oklahoma,2019,6,9012,922,23
Oregon,2019,6,35122,895,73
Pennsylvania,2019,6,59549,1763,138
Rhode Island,2019,6,6435,429,23
South Carolina,2019,6,17998,1764,26
South Dakota,2019,6,17415,396,32
Tennessee,2019,6,8923,559,51
Teas,2019,6,33084,3363,116
Utah,2019,6,21072,1339,50
Vermont,2019,6,7157,222,18
Virginia,2019,6,93285,6225,125
Washington,2019,6,4754,103,23
West Virginia,2019,6,15994,618,47
Wisconsin,2019,6,18416,291,40
Wyoming,2019,6,3768,223,18
Puerto Rico,2019,6,2091,207,4
Virgin Islands,2019,6,1655,33,5
New York City,2019,6,100852,4224,74
Alabama,2019,7,41196,3679,81
Alaska,2019,7,5785,548,17
Arizona,2019,7,20815,719,48
Arkansas,2019,7,5518,471,17
California,2019,7,45746,1726,113
Colorado,2019,7,40300,2482,67
Connecticut,2019,7,5637,289,19
Delaware,2019,7,2578,59,10
District of Columbia,2019,7,15227,534,6
Florida,2019,7,,,
Georgia,2019,7,83592,4839,98
Hawaii,2019,7,1655,81,18
Idaho,2019,7,1698,52,7
Illinois,2019,7,47549,1326,97
Indiana,2019,7,5416,214,25
Iowa,2019,7,6665,147,21
Kansas,2019,7,15408,793,34
Kentucky,2019,7,13009,1104,43
Louisiana,2019,7,57384,6737,96
Maine,2019,7,12925,425,53
Maryland,2019,7,8721,301,25
Massachusetts,2019,7,48122,1409,57
Michigan,2019,7,26202,490,88
Minnesota,2019,7,6652,229,22
Mississippi,2019,7,20335,2003,48
Missouri,2019,7,3854,188,16
Montana,2019,7,9786,349,35
Nebraska,2019,7,9013,491,48
Nevada,2019,7,4529,105,21
New Hampshire,2019,7,2939,75,16
New Jersey,2019,7,33639,1845,44
New Meico,2019,7,21754,1358,49
New York,2019,7,66634,3024,134
North Carolina,2019,7,114091,7235,158
North Dakota,2019,7,3560,123,11
Ohio,2019,7,18332,342,45
Oklahoma,2019,7,8307,871,20
Oregon,2019,7,36510,1063,75
Pennsylvania,2019,7,54918,1842,139
Rhode Island,2019,7,5954,348,23
South Carolina,2019,7,17141,1539,25
South Dakota,2019,7,17996,455,32
Tennessee,2019,7,7929,427,49
Teas,2019,7,32118,3277,117
Utah,2019,7,21025,1355,51
Vermont,2019,7,6729,267,18
Virginia,2019,7,91686,6476,125
Washington,2019,7,4957,165,25
West Virginia,2019,7,14612,744,47
Wisconsin,2019,7,17983,316,40
Wyoming,2019,7,4043,243,15
Puerto Rico,2019,7,1632,162,3
Virgin Islands,2019,7,1003,6,3
New York City,2019,7,97211,4054,72
Alabama,2019,8,40017,2907,82
Alaska,2019,8,5220,419,17
Arizona,2019,8,17796,707,47
Arkansas,2019,8,5313,471,17
California,2019,8,45822,1562,118
Colorado,2019,8,39965,2599,67
Connecticut,2019,8,5927,273,19
Delaware,2019,8,2476,44,10
District of Columbia,2019,8,11467,372,6
Florida,2019,8,,,
Georgia,2019,8,82089,4296,97
Hawaii,2019,8,1503,78,17
Idaho,2019,8,1444,60,7
Illinois,2019,8,50618,1601,100
Indiana,2019,8,5365,252,25
Iowa,2019,8,6199,153,21
Kansas,2019,8,15480,896,35
Kentucky,2019,8,9842,832,38
Louisiana,2019,8,56262,6300,96
Maine,2019,8,14999,496,53
Maryland,2019,8,7115,230,23
Massachusetts,2019,8,45189,1450,57
Michigan,2019,8,26421,475,86
Minnesota,2019,8,6171,228,20
Mississippi,2019,8,19214,1465,46
Missouri,2019,8,4014,262,16
Montana,2019,8,9308,353,35
Nebraska,2019,8,8435,424,48
Nevada,2019,8,10478,382,31
New Hampshire,2019,8,3125,65,16
New Jersey,2019,8,33194,1803,44
New Meico,2019,8,21742,1416,50
New York,2019,8,57659,2335,135
North Carolina,2019,8,110370,6481,157
North Dakota,2019,8,4326,210,14
Ohio,2019,8,16256,417,42
Oklahoma,2019,8,8457,882,21
Oregon,2019,8,33126,1164,69
Pennsylvania,2019,8,52547,1701,132
Rhode Island,2019,8,5456,271,23
South Carolina,2019,8,16551,1375,24
South Dakota,2019,8,18130,478,32
Tennessee,2019,8,7825,303,50
Teas,2019,8,31329,2910,116
Utah,2019,8,20542,1378,50
Vermont,2019,8,6870,257,17
Virginia,2019,8,91484,7141,127
Washington,2019,8,5853,130,25
West Virginia,2019,8,14119,920,46
Wisconsin,2019,8,21283,462,40
Wyoming,2019,8,4919,252,16
Puerto Rico,2019,8,2092,192,4
Virgin Islands,2019,8,1194,10,3
New York City,2019,8,94970,3682,75
Alabama,2019,9,36848,2168,80
Alaska,2019,9,4876,335,17
Arizona,2019,9,19430,789,47
Arkansas,2019,9,5069,408,15
California,2019,9,51592,1856,117
Colorado,2019,9,43387,2790,69
Connecticut,2019,9,5914,290,19
Delaware,2019,9,2595,29,10
District of Columbia,2019,9,15281,406,6
Florida,2019,9,,,
Georgia,2019,9,80867,3334,97
Hawaii,2019,9,1553,80,16
Idaho,2019,9,1773,45,7
Illinois,2019,9,48986,1557,98
Indiana,2019,9,5390,263,25
Iowa,2019,9,6924,219,22
Kansas,2019,9,15393,839,35
Kentucky,2019,9,10133,543,35
Louisiana,2019,9,52857,4876,96
Maine,2019,9,14755,460,53
Maryland,2019,9,7875,302,23
Massachusetts,2019,9,50721,1239,60
Michigan,2019,9,26761,590,86
Minnesota,2019,9,6680,227,20
Mississippi,2019,9,17872,1167,47
Missouri,2019,9,4091,236,16
Montana,2019,9,8780,319,35
Nebraska,2019,9,8290,318,47
Nevada,2019,9,10875,337,30
New Hampshire,2019,9,2627,53,16
New Jersey,2019,9,33211,1548,44
New Meico,2019,9,21752,1385,47
New York,2019,9,61077,1979,134
North Carolina,2019,9,107191,5017,157
North Dakota,2019,9,3722,181,13
Ohio,2019,9,19046,492,43
Oklahoma,2019,9,8290,733,21
Oregon,2019,9,35272,1365,70
Pennsylvania,2019,9,56211,1755,137
Rhode Island,2019,9,5801,230,22
South Carolina,2019,9,15812,1217,26
South Dakota,2019,9,17459,361,31
Tennessee,2019,9,7756,244,52
Teas,2019,9,31990,3055,117
Utah,2019,9,21913,1323,51
Vermont,2019,9,6552,194,17
Virginia,2019,9,92076,6236,129
Washington,2019,9,6154,138,28
West Virginia,2019,9,15261,1009,48
Wisconsin,2019,9,21016,544,42
Wyoming,2019,9,4302,235,17
Puerto Rico,2019,9,2140,214,5
Virgin Islands,2019,9,973,9,3
New York City,2019,9,95039,2773,75
Alabama,2019,10,36476,1824,80
Alaska,2019,10,4782,312,17
Arizona,2019,10,16891,664,46
Arkansas,2019,10,3650,181,15
California,2019,10,51181,1804,116
Colorado,2019,10,41257,2883,71
Connecticut,2019,10,5311,262,18
Delaware,2019,10,2884,37,10
District of Columbia,2019,10,15271,411,6
Florida,2019,10,,,
Georgia,2019,10,80394,3357,96
Hawaii,2019,10,2018,88,17
Idaho,2019,10,1648,36,7
Illinois,2019,10,50013,1650,99
Indiana,2019,10,5376,250,23
Iowa,2019,10,5765,250,19
Kansas,2019,10,15264,837,34
Kentucky,2019,10,10909,484,38
Louisiana,2019,10,53844,4562,95
Maine,2019,10,14947,404,53
Maryland,2019,10,8108,296,23
Massachusetts,2019,10,47639,1109,58
Michigan,2019,10,26967,622,85
Minnesota,2019,10,6653,239,20
Mississippi,2019,10,15696,963,46
Missouri,2019,10,4145,249,16
Montana,2019,10,9541,302,34
Nebraska,2019,10,5690,169,46
Nevada,2019,10,10835,313,29
New Hampshire,2019,10,2691,44,16
New Jersey,2019,10,33294,1562,44
New Meico,2019,10,22404,1283,49
New York,2019,10,63750,2034,134
North Carolina,2019,10,102161,3909,156
North Dakota,2019,10,3823,173,12
Ohio,2019,10,18469,612,43
Oklahoma,2019,10,8568,719,22
Oregon,2019,10,38692,1539,75
Pennsylvania,2019,10,52497,1696,134
Rhode Island,2019,10,5391,201,23
South Carolina,2019,10,15183,939,25
South Dakota,2019,10,16898,477,30
Tennessee,2019,10,6610,224,50
Teas,2019,10,31151,2723,118
Utah,2019,10,21656,1159,50
Vermont,2019,10,6617,209,17
Virginia,2019,10,93411,6282,129
Washington,2019,10,6051,199,27
West Virginia,2019,10,14827,599,47
Wisconsin,2019,10,19568,621,41
Wyoming,2019,10,4196,252,17
Puerto Rico,2019,10,2011,157,4
Virgin Islands,2019,10,750,10,2
New York City,2019,10,94626,2772,71
Alabama,2019,11,39615,1862,83
Alaska,2019,11,5252,290,17
Arizona,2019,11,17616,653,45
Arkansas,2019,11,3779,210,14
California,2019,11,50695,1708,114
Colorado,2019,11,40217,2490,72
Connecticut,2019,11,4387,151,18
Delaware,2019,11,2628,25,9
District of Columbia,2019,11,15629,443,6
Florida,2019,11,,,
Georgia,2019,11,83877,3315,95
Hawaii,2019,11,1930,77,17
Idaho,2019,11,1625,27,7
Illinois,2019,11,51993,1907,100
Indiana,2019,11,4211,248,24
Iowa,2019,11,6590,255,21
Kansas,2019,11,14363,707,34
Kentucky,2019,11,11246,583,40
Louisiana,2019,11,56258,3707,96
Maine,2019,11,15693,471,53
Maryland,2019,11,9138,404,26
Massachusetts,2019,11,49999,1201,58
Michigan,2019,11,25628,755,82
Minnesota,2019,11,6348,226,20
Mississippi,2019,11,16016,737,46
Missouri,2019,11,3363,264,16
Montana,2019,11,9926,340,34
Nebraska,2019,11,8499,261,47
Nevada,2019,11,11146,302,31
New Hampshire,2019,11,2508,36,13
New Jersey,2019,11,34701,1560,44
New Meico,2019,11,19489,1022,48
New York,2019,11,64907,2105,138
North Carolina,2019,11,108839,3693,154
North Dakota,2019,11,3673,124,11
Ohio,2019,11,16073,441,46
Oklahoma,2019,11,8399,567,22
Oregon,2019,11,40735,1917,76
Pennsylvania,2019,11,56775,1831,134
Rhode Island,2019,11,4743,194,22
South Carolina,2019,11,14857,759,25
South Dakota,2019,11,15082,303,32
Tennessee,2019,11,7505,222,51
Teas,2019,11,26822,2101,115
Utah,2019,11,21131,1026,51
Vermont,2019,11,6634,185,17
Virginia,2019,11,96454,6337,129
Washington,2019,11,5049,232,28
West Virginia,2019,11,13585,518,43
Wisconsin,2019,11,23048,783,40
Wyoming,2019,11,3905,144,17
Puerto Rico,2019,11,2136,178,5
Virgin Islands,2019,11,670,10,2
New York City,2019,11,100970,2864,76
Alabama,2019,12,34348,1247,76
Alaska,2019,12,3988,111,16
Arizona,2019,12,18585,735,46
Arkansas,2019,12,3518,170,16
California,2019,12,48781,1699,117
Colorado,2019,12,42353,2011,72
Connecticut,2019,12,4122,160,19
Delaware,2019,12,2866,23,10
District of Columbia,2019,12,15695,427,6
Florida,2019,12,,,
Georgia,2019,12,82854,2991,96
Hawaii,2019,12,1628,43,17
Idaho,2019,12,1408,25,7
Illinois,2019,12,46705,1458,99
Indiana,2019,12,5002,187,24
Iowa,2019,12,4886,141,21
Kansas,2019,12,15667,534,34
Kentucky,2019,12,11173,571,38
Louisiana,2019,12,53853,2946,96
Maine,2019,12,14767,444,52
Maryland,2019,12,7387,280,25
Massachusetts,2019,12,50253,1125,59
Michigan,2019,12,25288,813,83
Minnesota,2019,12,6461,196,20
Mississippi,2019,12,17382,577,47
Missouri,2019,12,4124,299,16
Montana,2019,12,9101,206,34
Nebraska,2019,12,7705,186,47
Nevada,2019,12,10556,254,31
New Hampshire,2019,12,3191,45,16
New Jersey,2019,12,33161,1349,43
New Meico,2019,12,20967,797,49
New York,2019,12,62486,2038,137
North Carolina,2019,12,110333,3045,157
North Dakota,2019,12,3801,106,13
Ohio,2019,12,16306,463,45
Oklahoma,2019,12,8178,393,24
Oregon,2019,12,40424,1905,75
Pennsylvania,2019,12,53529,1332,110
Rhode Island,2019,12,5738,189,23
South Carolina,2019,12,13152,586,22
South Dakota,2019,12,17638,239,32
Tennessee,2019,12,7512,203,55
Teas,2019,12,30250,1757,118
Utah,2019,12,20373,823,51
Vermont,2019,12,6828,218,17
Virginia,2019,12,90966,4741,127
Washington,2019,12,5858,221,28
West Virginia,2019,12,13942,392,42
Wisconsin,2019,12,22218,792,42
Wyoming,2019,12,3428,105,15
Puerto Rico,2019,12,2332,215,5
Virgin Islands,2019,12,722,9,2
New York City,2019,12,98592,2689,67
Alabama,2019,13,34065,1064,78
Alaska,2019,13,3139,38,15
Arizona,2019,13,18626,653,46
Arkansas,2019,13,4507,158,14
California,2019,13,46258,1371,116
Colorado,2019,13,39495,1459,72
Connecticut,2019,13,5051,207,16
Delaware,2019,13,2822,21,10
District of Columbia,2019,13,15227,402,6
Florida,2019,13,,,
Georgia,2019,13,76316,2722,91
Hawaii,2019,13,1829,53,18
Idaho,2019,13,1663,39,7
Illinois,2019,13,49561,1255,101
Indiana,2019,13,4865,138,24
Iowa,2019,13,4964,100,19
Kansas,2019,13,14481,391,32
Kentucky,2019,13,9939,357,35
Louisiana,2019,13,52979,2524,97
Maine,2019,13,15218,394,52
Maryland,2019,13,7644,214,24
Massachusetts,2019,13,52034,1237,57
Michigan,2019,13,23800,639,84
Minnesota,2019,13,6824,156,20
Mississippi,2019,13,17195,535,48
Missouri,2019,13,3257,180,16
Montana,2019,13,8901,177,34
Nebraska,2019,13,8064,210,47
Nevada,2019,13,10580,230,30
New Hampshire,2019,13,3295,42,16
New Jersey,2019,13,33573,1242,43
New Meico,2019,13,20326,570,48
New York,2019,13,62761,1723,135
North Carolina,2019,13,110697,2731,155
North Dakota,2019,13,3930,79,13
Ohio,2019,13,12869,297,38
Oklahoma,2019,13,8085,279,23
Oregon,2019,13,36315,1040,75
Pennsylvania,2019,13,57433,1572,133
Rhode Island,2019,13,5128,197,22
South Carolina,2019,13,12871,549,24
South Dakota,2019,13,16734,233,30
Tennessee,2019,13,7696,136,53
Teas,2019,13,28659,1405,113
Utah,2019,13,20602,704,50
Vermont,2019,13,6896,143,17
Virginia,2019,13,90947,3995,131
Washington,2019,13,5900,138,28
West Virginia,2019,13,13772,354,44
Wisconsin,2019,13,19127,532,38
Wyoming,2019,13,3040,57,15
Puerto Rico,2019,13,2256,203,5
Virgin Islands,2019,13,694,8,2
New York City,2019,13,99405,2507,68
Alabama,2019,14,37236,952,80
Alaska,2019,14,3782,81,16
Arizona,2019,14,18080,626,46
Arkansas,2019,14,4380,120,13
California,2019,14,45408,1329,114
Colorado,2019,14,36852,1334,72
Connecticut,2019,14,5669,182,18
Delaware,2019,14,2717,18,10
District of Columbia,2019,14,12622,112,5
Florida,2019,14,,,
Georgia,2019,14,76704,2421,94
Hawaii,2019,14,1667,61,18
Idaho,2019,14,1612,17,7
Illinois,2019,14,49511,1062,100
Indiana,2019,14,5298,103,24
Iowa,2019,14,5427,69,20
Kansas,2019,14,14676,269,33
Kentucky,2019,14,7559,177,29
Louisiana,2019,14,50337,2031,96
Maine,2019,14,15090,363,53
Maryland,2019,14,8869,139,25
Massachusetts,2019,14,52008,1202,58
Michigan,2019,14,26403,590,85
Minnesota,2019,14,6668,161,20
Mississippi,2019,14,17425,536,48
Missouri,2019,14,3936,112,16
Montana,2019,14,9275,115,33
Nebraska,2019,14,9066,228,46
Nevada,2019,14,10398,193,30
New Hampshire,2019,14,2918,45,16
New Jersey,2019,14,32790,1129,44
New Meico,2019,14,19240,470,47
New York,2019,14,61862,1699,136
North Carolina,2019,14,108658,2187,156
North Dakota,2019,14,3552,86,11
Ohio,2019,14,16081,242,46
Oklahoma,2019,14,7409,220,22
Oregon,2019,14,35854,726,72
Pennsylvania,2019,14,55624,1260,136
Rhode Island,2019,14,6001,182,23
South Carolina,2019,14,15118,621,25
South Dakota,2019,14,16682,202,32
Tennessee,2019,14,7880,169,54
Teas,2019,14,27796,1226,115
Utah,2019,14,19428,637,50
Vermont,2019,14,6006,129,16
Virginia,2019,14,87384,3277,129
Washington,2019,14,5444,80,27
West Virginia,2019,14,14469,365,42
